Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-dntq,branch-m3cj,branch-gv2f,branch-jlla,branch-r87h,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Response1,Spreadsheet: Response2,Spreadsheet: Response3,Spreadsheet: Response4,Spreadsheet: Answer,Spreadsheet: Exercise_stimuli,Spreadsheet: CA_iteration1_stimuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spreadsheet:,Manipulation: Spreadsheet,Store: Result,Store: Response time
28,1717181520399,31/05/2024 18:52:00,1717163520399,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,5.099999857,0,5.099999857,5.099999857,0,5.099999857,1,5.099999857,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
29,1717181520399,31/05/2024 18:52:00,1717163520399,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,5.299999905,0,5.299999905,5.299999905,0,5.299999905,1,5.299999905,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
30,1717181520400,31/05/2024 18:52:00,1717163520400,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,5.499999952,0,5.499999952,5.499999952,0,5.499999952,1,5.499999952,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
31,1717181520806,31/05/2024 18:52:00,1717163520806,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,411.5999999,399.8,411.5999999,411.5999999,399.8,411.5999999,1,411.5999999,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
32,1717181520806,31/05/2024 18:52:00,1717163520806,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,412,399.8,412,412,399.8,412,1,412,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
33,1717181520806,31/05/2024 18:52:00,1717163520806,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,412.2,399.8,412.2,412.2,399.8,412.2,1,412.2,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
34,1717181520806,31/05/2024 18:52:00,1717163520806,-5,31/05/2024 08:52:00,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,412.2999999,399.8,412.2999999,412.2999999,399.8,412.2999999,1,412.2999999,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,4064
35,1717181522836,31/05/2024 18:52:02,1717163522836,-5,31/05/2024 08:52:02,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,response,deer.png,2442,2433.2,2442,2442,2433.2,2442,1,2442,0,0,,Click Response,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2442
36,1717181524794,31/05/2024 18:52:04,1717163524794,-5,31/05/2024 08:52:04,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,4,Exercise,Fixation,49xu5x,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-133,Exercise,beer.png,pier.png,deer.png,tear.png,tear,tear.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2442
37,1717181524799,31/05/2024 18:52:04,1717163524799,-5,31/05/2024 08:52:04,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,4,Exercise,Exercise,4woawc,2,info,audio started,4.999999857,0,4.999999857,4.999999857,0,4.999999857,1,4.999999857,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,tear,tear.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2442
38,1717181524799,31/05/2024 18:52:04,1717163524799,-5,31/05/2024 08:52:04,178210,45,task-ap5c,,37978482,BLIND,11178817,,complete,,665a1b4b44f5d0200496378a,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x911,,,0,DBSL,76,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,4,Exercise,Exercise,4woawc,2,info,audio started,5.6,0,5.6,5.6,0,5.6,1,5.6,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,tear,tear.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2442
