Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-dntq,branch-m3cj,branch-gv2f,branch-jlla,branch-r87h,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Response1,Spreadsheet: Response2,Spreadsheet: Response3,Spreadsheet: Response4,Spreadsheet: Answer,Spreadsheet: Exercise_stimuli,Spreadsheet: CA_iteration1_stimuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spreadsheet:,Manipulation: Spreadsheet,Store: Result,Store: Response time
11,1717038405133,30/05/2024 03:06:45,1717020405133,-5,29/05/2024 17:06:45,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,Exercise,Exercise,4woawc,2,info,audio finished,403.4,400.1,403.4,403.4,400.1,403.4,1,403.4,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,deer,beer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1717038405134,30/05/2024 03:06:45,1717020405134,-5,29/05/2024 17:06:45,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,Exercise,Exercise,4woawc,2,info,audio finished,404.9,400.1,404.9,404.9,400.1,404.9,1,404.9,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,deer,beer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1717038405138,30/05/2024 03:06:45,1717020405138,-5,29/05/2024 17:06:45,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,Exercise,Exercise,4woawc,2,info,audio finished,408.8,400.1,408.8,408.8,400.1,408.8,1,408.8,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,beer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1717038405139,30/05/2024 03:06:45,1717020405139,-5,29/05/2024 17:06:45,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,Exercise,Exercise,4woawc,2,info,audio finished,410,400.1,410,410,400.1,410,1,410,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,deer,beer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1717038407356,30/05/2024 03:06:47,1717020407356,-5,29/05/2024 17:06:47,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,Exercise,Exercise,4woawc,2,response,beer.png,2622.2,2616.4,2622.2,2622.2,2616.4,2622.2,1,2622.2,0,0,,Click Response,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,deer,beer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
16,1717038409306,30/05/2024 03:06:49,1717020409306,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Fixation,49xu5x,1,continue,,1958.4,1958.4,1958.4,1958.4,1958.4,1958.4,1,1958.4,0,0,,Fixation Timing,Fixation,1,object-133,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
17,1717038409320,30/05/2024 03:06:49,1717020409320,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio started,16,0,16,16,0,16,1,16,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
18,1717038409322,30/05/2024 03:06:49,1717020409322,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio started,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
19,1717038409324,30/05/2024 03:06:49,1717020409324,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio started,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
20,1717038409326,30/05/2024 03:06:49,1717020409326,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio started,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
21,1717038409789,30/05/2024 03:06:49,1717020409789,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio finished,485.2,483.2,485.2,485.2,483.2,485.2,1,485.2,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
22,1717038409791,30/05/2024 03:06:49,1717020409791,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio finished,486.8,483.2,486.8,486.8,483.2,486.8,1,486.8,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
23,1717038409792,30/05/2024 03:06:49,1717020409792,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio finished,488.5,483.2,488.5,488.5,483.2,488.5,1,488.5,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
24,1717038409794,30/05/2024 03:06:49,1717020409794,-5,29/05/2024 17:06:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,info,audio finished,490.2,483.2,490.2,490.2,483.2,490.2,1,490.2,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beer.png,2622
25,1717038413001,30/05/2024 03:06:53,1717020413001,-5,29/05/2024 17:06:53,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,Exercise,Exercise,4woawc,2,response,deer.png,3696,3691.5,3696,3696,3691.5,3696,1,3696,0,0,,Click Response,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,tear,pier.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
26,1717038414963,30/05/2024 03:06:54,1717020414963,-5,29/05/2024 17:06:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Fixation,49xu5x,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-133,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
27,1717038414981,30/05/2024 03:06:54,1717020414981,-5,29/05/2024 17:06:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
28,1717038414982,30/05/2024 03:06:54,1717020414982,-5,29/05/2024 17:06:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
29,1717038414983,30/05/2024 03:06:54,1717020414983,-5,29/05/2024 17:06:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
30,1717038414984,30/05/2024 03:06:54,1717020414984,-5,29/05/2024 17:06:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio started,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
31,1717038415388,30/05/2024 03:06:55,1717020415388,-5,29/05/2024 17:06:55,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,425.6,416.6,425.6,425.6,416.6,425.6,1,425.6,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
32,1717038415389,30/05/2024 03:06:55,1717020415389,-5,29/05/2024 17:06:55,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,426.9,416.6,426.9,426.9,416.6,426.9,1,426.9,0,0,,Audio Clip,pier,2,object-138,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
33,1717038415390,30/05/2024 03:06:55,1717020415390,-5,29/05/2024 17:06:55,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,428,416.6,428,428,416.6,428,1,428,0,0,,Audio Clip,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
34,1717038415391,30/05/2024 03:06:55,1717020415391,-5,29/05/2024 17:06:55,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,info,audio finished,429.3,416.6,429.3,429.3,416.6,429.3,1,429.3,0,0,,Audio Clip,tear,4,object-136,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,3696
35,1717038416173,30/05/2024 03:06:56,1717020416173,-5,29/05/2024 17:06:56,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,3,Exercise,Exercise,4woawc,2,response,deer.png,1208,1200,1208,1208,1200,1208,1,1208,0,0,,Click Response,deer,3,object-137,Exercise,beer.png,pier.png,deer.png,tear.png,deer,deer.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1208
36,1717038418131,30/05/2024 03:06:58,1717020418131,-5,29/05/2024 17:06:58,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,4,Exercise,Fixation,49xu5x,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-133,Exercise,beer.png,pier.png,deer.png,tear.png,tear,tear.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1208
37,1717038418144,30/05/2024 03:06:58,1717020418144,-5,29/05/2024 17:06:58,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,4,Exercise,Exercise,4woawc,2,info,audio started,15.8,0,15.8,15.8,0,15.8,1,15.8,0,0,,Audio Clip,beer,1,object-135,Exercise,beer.png,pier.png,deer.png,tear.png,tear,tear.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1208
