Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-dntq,branch-m3cj,branch-gv2f,branch-jlla,branch-r87h,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Response1,Spreadsheet: Response2,Spreadsheet: Response3,Spreadsheet: Response4,Spreadsheet: Answer,Spreadsheet: Exercise_stimuli,Spreadsheet: CA_iteration1_stimuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spreadsheet:,Manipulation: Spreadsheet,Store: Result,Store: Response time
213,1717038586495,30/05/2024 03:09:46,1717020586495,-5,29/05/2024 17:09:46,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,6,CA_iteration4,Screen 1,ot4hpq,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_7.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,709
214,1717038586506,30/05/2024 03:09:46,1717020586506,-5,29/05/2024 17:09:46,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,6,CA_iteration4,Screen 2,smis8r,2,info,audio started,11.3,0,11.3,11.3,0,11.3,1,11.3,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_7.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,709
215,1717038587010,30/05/2024 03:09:47,1717020587010,-5,29/05/2024 17:09:47,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,6,CA_iteration4,Screen 2,smis8r,2,info,audio finished,516.1,500,516.1,516.1,500,516.1,1,516.1,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_7.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,709
216,1717038587164,30/05/2024 03:09:47,1717020587164,-5,29/05/2024 17:09:47,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,6,CA_iteration4,Screen 2,smis8r,2,response,deer.png,666.5,649.9,666.5,666.5,649.9,666.5,1,666.5,0,0,,Click Response,deer,4,object-656,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_7.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,667
217,1717038589111,30/05/2024 03:09:49,1717020589111,-5,29/05/2024 17:09:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,7,CA_iteration4,Screen 1,ot4hpq,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_7_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,667
218,1717038589127,30/05/2024 03:09:49,1717020589127,-5,29/05/2024 17:09:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,7,CA_iteration4,Screen 2,smis8r,2,info,audio started,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_7_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,667
219,1717038589622,30/05/2024 03:09:49,1717020589622,-5,29/05/2024 17:09:49,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,7,CA_iteration4,Screen 2,smis8r,2,info,audio finished,511.6,499.9,511.6,511.6,499.9,511.6,1,511.6,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_7_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,667
220,1717038590080,30/05/2024 03:09:50,1717020590080,-5,29/05/2024 17:09:50,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,7,CA_iteration4,Screen 2,smis8r,2,response,tear.png,966.6,949.9,966.6,966.6,949.9,966.6,1,966.6,0,0,,Click Response,tear,5,object-657,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_7_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,967
221,1717038592028,30/05/2024 03:09:52,1717020592028,-5,29/05/2024 17:09:52,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,8,CA_iteration4,Screen 1,ot4hpq,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_5.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,967
222,1717038592036,30/05/2024 03:09:52,1717020592036,-5,29/05/2024 17:09:52,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,8,CA_iteration4,Screen 2,smis8r,2,info,audio started,9.599999999,0,9.599999999,9.599999999,0,9.599999999,1,9.599999999,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_5.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,967
223,1717038592521,30/05/2024 03:09:52,1717020592521,-5,29/05/2024 17:09:52,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,8,CA_iteration4,Screen 2,smis8r,2,info,audio finished,494.2,483.3,494.2,494.2,483.3,494.2,1,494.2,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_5.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,967
224,1717038594341,30/05/2024 03:09:54,1717020594341,-5,29/05/2024 17:09:54,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,8,CA_iteration4,Screen 2,smis8r,2,response,deer.png,2312.7,2299.8,2312.7,2312.7,2299.8,2312.7,1,2312.7,0,0,,Click Response,deer,4,object-656,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_5.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2313
225,1717038596286,30/05/2024 03:09:56,1717020596286,-5,29/05/2024 17:09:56,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,9,CA_iteration4,Screen 1,ot4hpq,1,continue,,1958.2,1958.2,1958.2,1958.2,1958.2,1958.2,1,1958.2,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2313
226,1717038596297,30/05/2024 03:09:56,1717020596297,-5,29/05/2024 17:09:56,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,9,CA_iteration4,Screen 2,smis8r,2,info,audio started,12.4,0,12.4,12.4,0,12.4,1,12.4,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2313
227,1717038596791,30/05/2024 03:09:56,1717020596791,-5,29/05/2024 17:09:56,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,9,CA_iteration4,Screen 2,smis8r,2,info,audio finished,507,500.1,507,507,500.1,507,1,507,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,2313
228,1717038598065,30/05/2024 03:09:58,1717020598065,-5,29/05/2024 17:09:58,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,9,CA_iteration4,Screen 2,smis8r,2,response,tear.png,1777.1,1766.6,1777.1,1777.1,1766.6,1777.1,1,1777.1,0,0,,Click Response,tear,5,object-657,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_8_VOT_6.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,1777
229,1717038600010,30/05/2024 03:10:00,1717020600010,-5,29/05/2024 17:10:00,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,10,CA_iteration4,Screen 1,ot4hpq,1,continue,,1958.3,1958.3,1958.3,1958.3,1958.3,1958.3,1,1958.3,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_2_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,1777
230,1717038600017,30/05/2024 03:10:00,1717020600017,-5,29/05/2024 17:10:00,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,10,CA_iteration4,Screen 2,smis8r,2,info,audio started,8.099999999,0,8.099999999,8.099999999,0,8.099999999,1,8.099999999,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_2_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,1777
231,1717038600478,30/05/2024 03:10:00,1717020600478,-5,29/05/2024 17:10:00,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,10,CA_iteration4,Screen 2,smis8r,2,info,audio finished,468.5,466.6,468.5,468.5,466.6,468.5,1,468.5,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_2_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tear.png,1777
232,1717038600875,30/05/2024 03:10:00,1717020600875,-5,29/05/2024 17:10:00,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,10,CA_iteration4,Screen 2,smis8r,2,response,deer.png,864.4,849.9,864.4,864.4,849.9,864.4,1,864.4,0,0,,Click Response,deer,4,object-656,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_2_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,864
233,1717038602828,30/05/2024 03:10:02,1717020602828,-5,29/05/2024 17:10:02,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,11,CA_iteration4,Screen 1,ot4hpq,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,864
234,1717038602838,30/05/2024 03:10:02,1717020602838,-5,29/05/2024 17:10:02,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,11,CA_iteration4,Screen 2,smis8r,2,info,audio started,11.7,0,11.7,11.7,0,11.7,1,11.7,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,864
235,1717038603309,30/05/2024 03:10:03,1717020603309,-5,29/05/2024 17:10:03,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,11,CA_iteration4,Screen 2,smis8r,2,info,audio finished,482.6,466.7,482.6,482.6,466.7,482.6,1,482.6,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,864
236,1717038603683,30/05/2024 03:10:03,1717020603683,-5,29/05/2024 17:10:03,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,11,CA_iteration4,Screen 2,smis8r,2,response,deer.png,854.2,850,854.2,854.2,850,854.2,1,854.2,0,0,,Click Response,deer,4,object-656,CA_iteration4,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,854
237,1717038605644,30/05/2024 03:10:05,1717020605644,-5,29/05/2024 17:10:05,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,12,CA_iteration4,Screen 1,ot4hpq,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-650,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_3_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,854
238,1717038605695,30/05/2024 03:10:05,1717020605695,-5,29/05/2024 17:10:05,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,12,CA_iteration4,Screen 2,smis8r,2,info,audio started,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_3_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,854
239,1717038606156,30/05/2024 03:10:06,1717020606156,-5,29/05/2024 17:10:06,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,12,CA_iteration4,Screen 2,smis8r,2,info,audio finished,513.8,500,513.8,513.8,500,513.8,1,513.8,0,0,,Audio Clip,audio,1,object-653,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_3_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,854
240,1717038606246,30/05/2024 03:10:06,1717020606246,-5,29/05/2024 17:10:06,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,12,CA_iteration4,Screen 2,smis8r,2,response,deer.png,603,600,603,603,600,603,1,603,0,0,,Click Response,deer,4,object-656,CA_iteration4,beer.png,pier.png,deer.png,tear.png,tear,,DT_F0_3_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,603
241,1717038608210,30/05/2024 03:10:08,1717020608210,-5,29/05/2024 17:10:08,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,CA_iteration5,Screen 1,989zes,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-659,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_1_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,603
242,1717038608221,30/05/2024 03:10:08,1717020608221,-5,29/05/2024 17:10:08,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,CA_iteration5,Screen 2,mgysds,2,info,audio started,12.1,0,12.1,12.1,0,12.1,1,12.1,0,0,,Audio Clip,audio,1,object-662,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_1_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,603
243,1717038608682,30/05/2024 03:10:08,1717020608682,-5,29/05/2024 17:10:08,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,CA_iteration5,Screen 2,mgysds,2,info,audio finished,473.1,466.7,473.1,473.1,466.7,473.1,1,473.1,0,0,,Audio Clip,audio,1,object-662,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_1_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,603
244,1717038609882,30/05/2024 03:10:09,1717020609882,-5,29/05/2024 17:10:09,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,1,CA_iteration5,Screen 2,mgysds,2,response,deer.png,1670.9,1666.6,1670.9,1670.9,1666.6,1670.9,1,1670.9,0,0,,Click Response,deer,4,object-665,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_1_VOT_2.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1671
245,1717038611844,30/05/2024 03:10:11,1717020611844,-5,29/05/2024 17:10:11,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,CA_iteration5,Screen 1,989zes,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-659,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1671
246,1717038611852,30/05/2024 03:10:11,1717020611852,-5,29/05/2024 17:10:11,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,CA_iteration5,Screen 2,mgysds,2,info,audio started,9.8,0,9.8,9.8,0,9.8,1,9.8,0,0,,Audio Clip,audio,1,object-662,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1671
247,1717038612323,30/05/2024 03:10:12,1717020612323,-5,29/05/2024 17:10:12,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,CA_iteration5,Screen 2,mgysds,2,info,audio finished,480.7,466.6,480.7,480.7,466.6,480.7,1,480.7,0,0,,Audio Clip,audio,1,object-662,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1671
248,1717038613390,30/05/2024 03:10:13,1717020613390,-5,29/05/2024 17:10:13,178210,44,task-ap5c,,37940498,BLIND,11169641,,complete,,6657ec0ba6f8fd9a00ebd780,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 124.0.0.0,1366x768,1366x599,,,0,DBSL,74,,participant proceeds,participant proceeds,participant proceeds,participant proceeds,experimental blocks,experimental blocks,2,CA_iteration5,Screen 2,mgysds,2,response,deer.png,1546.1,1533.2,1546.1,1546.1,1533.2,1546.1,1,1546.1,0,0,,Click Response,deer,4,object-665,CA_iteration5,beer.png,pier.png,deer.png,tear.png,deer,,DT_F0_2_VOT_1.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deer.png,1546
